,0. timestamp,1. open,2. high,3. low,4. close,5. volume,EMA_5,SMA_10
9,2023-07-25 09:30:00,40.5500,40.5500,40.2700,40.3100,98818,40.482290899757686,40.502
10,2023-07-25 10:00:00,40.3100,40.4000,40.2850,40.3950,96757,40.46547985131689,40.48950000000001
11,2023-07-25 10:30:00,40.3900,40.4700,40.3800,40.4500,79015,40.462573961180546,40.4825
12,2023-07-25 11:00:00,40.4450,40.4600,40.3200,40.4500,73614,40.460262238406145,40.4755
13,2023-07-25 11:30:00,40.4500,40.4500,40.3900,40.4500,59179,40.45840739820504,40.468500000000006
14,2023-07-25 12:00:00,40.4700,40.4990,40.4500,40.4550,69688,40.45780008024569,40.463
15,2023-07-25 12:30:00,40.4500,40.4700,40.3500,40.3900,65457,40.445853924477255,40.45
16,2023-07-25 13:00:00,40.3900,40.4000,40.3100,40.3450,68274,40.42825154051513,40.429500000000004
17,2023-07-25 13:30:00,40.3450,40.4200,40.3300,40.4070,67786,40.424571386703334,40.4172
18,2023-07-25 14:00:00,40.4050,40.4900,40.3600,40.4650,86817,40.43152721226925,40.411699999999996
19,2023-07-25 14:30:00,40.4700,40.5450,40.4700,40.5400,99205,40.45009020840508,40.4347
20,2023-07-25 15:00:00,40.5400,40.5800,40.4950,40.5800,119489,40.472222932977154,40.453199999999995
21,2023-07-25 15:30:00,40.5750,40.6500,40.5450,40.6500,437108,40.50239905213417,40.473200000000006
22,2023-07-25 16:00:00,40.6500,40.6500,40.5200,40.6400,783485,40.52568402872912,40.492200000000004
23,2023-07-25 16:30:00,40.6400,40.6400,40.6400,40.6400,1800,40.544979409424435,40.511199999999995
24,2023-07-25 17:00:00,40.7900,40.7900,40.7900,40.7900,2,40.58624878470907,40.5447
25,2023-07-25 18:00:00,40.7700,40.7700,40.7700,40.7700,4,40.61714387118273,40.5827
26,2023-07-25 18:30:00,40.6400,40.6400,40.6400,40.6400,237209,40.62098115983752,40.612199999999994
27,2023-07-25 19:00:00,40.6400,40.6400,40.6400,40.6400,237209,40.62417031294542,40.6355
28,2023-07-25 19:30:00,40.7500,40.7500,40.7500,40.7500,18,40.64524848317556,40.664
29,2023-07-26 04:30:00,40.7500,40.7500,40.7500,40.7500,3,40.66278092860054,40.685
30,2023-07-26 07:00:00,40.6800,40.6800,40.6800,40.6800,25,40.665660884206495,40.69500000000001
31,2023-07-26 07:30:00,40.6300,40.6400,40.6300,40.6400,259,40.6613715216412,40.694
32,2023-07-26 08:00:00,40.7980,40.7980,40.4800,40.6400,171,40.657800896480595,40.694
33,2023-07-26 08:30:00,40.6300,40.6400,40.6300,40.6400,42,40.65482804075472,40.694
34,2023-07-26 09:00:00,40.6500,40.7400,40.6300,40.6300,216,40.65068301644531,40.678
35,2023-07-26 09:30:00,40.6100,40.8700,40.5950,40.6900,87748,40.65724510503894,40.67
36,2023-07-26 10:00:00,40.6950,40.7900,40.6900,40.7900,68853,40.67939696464989,40.685
37,2023-07-26 10:30:00,40.7990,41.1300,40.7800,41.0900,82431,40.74789791727806,40.730000000000004
38,2023-07-26 11:00:00,41.1000,41.1200,40.9600,40.9750,40186,40.78577919269465,40.7525
39,2023-07-26 11:30:00,40.9800,40.9800,40.8600,40.9150,61653,40.807330657050905,40.769
40,2023-07-26 12:00:00,40.9200,41.0000,40.9200,40.9720,29433,40.834791117116104,40.798199999999994
41,2023-07-26 12:30:00,40.9700,40.9700,40.8400,40.8400,27068,40.83565967464348,40.818200000000004
42,2023-07-26 13:00:00,40.8450,40.9300,40.8100,40.9200,35062,40.84972193236985,40.846199999999996
43,2023-07-26 13:30:00,40.9200,40.9510,40.8900,40.9050,47203,40.85893796755459,40.8727
44,2023-07-26 14:00:00,40.9000,40.9000,40.7550,40.8000,43572,40.84911228633997,40.8897
45,2023-07-26 14:30:00,40.7900,40.8370,40.7400,40.8350,56778,40.84675970256358,40.904199999999996
46,2023-07-26 15:00:00,40.8300,40.8400,40.6200,40.7350,104910,40.82812954795787,40.898700000000005
47,2023-07-26 15:30:00,40.7350,40.8350,40.7300,40.8100,266889,40.82510747843699,40.8707
48,2023-07-26 16:00:00,40.8100,41.1100,40.5020,40.9800,703413,40.85092630321376,40.8712
49,2023-07-26 16:30:00,40.8100,40.8100,40.8100,40.8100,900,40.84410450306586,40.860699999999994
50,2023-07-26 17:00:00,40.8000,40.8000,40.8000,40.8000,6,40.836753079379996,40.8435
51,2023-07-26 18:30:00,40.8100,40.8100,40.8100,40.8100,209792,40.83229389254101,40.8405
52,2023-07-26 19:00:00,40.8100,40.8100,40.8100,40.8100,209792,40.82857800748825,40.8295
53,2023-07-27 07:00:00,40.8100,40.8200,40.8100,40.8100,13,40.8254815088163,40.82
54,2023-07-27 07:30:00,40.8100,40.8100,40.8100,40.8100,9,40.82290114339735,40.821
55,2023-07-27 08:00:00,40.8100,41.1980,40.8100,40.8100,139,40.82075087370077,40.8185
56,2023-07-27 08:30:00,40.8100,40.8200,40.8000,40.8200,381,40.820625724246035,40.827
57,2023-07-27 09:00:00,41.0700,41.0700,41.0700,41.0700,200,40.86218916572108,40.852999999999994
58,2023-07-27 09:30:00,40.8300,41.0100,40.7300,40.7900,97601,40.85015738186705,40.833999999999996
59,2023-07-27 10:00:00,40.7900,40.8600,40.6350,40.8300,103470,40.846797758599266,40.836
60,2023-07-27 10:30:00,40.8250,40.8500,40.6150,40.6250,77582,40.80983091879027,40.8185
61,2023-07-27 11:00:00,40.6200,40.6400,40.5470,40.5500,64342,40.766525231945685,40.792500000000004
62,2023-07-27 11:30:00,40.5700,40.7000,40.5350,40.7000,61932,40.75543757941497,40.7815
63,2023-07-27 12:00:00,40.7100,40.7200,40.6200,40.6650,46625,40.74036452050893,40.767
64,2023-07-27 12:30:00,40.6610,40.7700,40.6610,40.7550,44266,40.74280378448791,40.7615
65,2023-07-27 13:00:00,40.7650,40.7800,40.6650,40.6880,43972,40.73366976611912,40.7493
66,2023-07-27 13:30:00,40.6850,40.7050,40.5900,40.6500,49351,40.71972473603142,40.7323
67,2023-07-27 14:00:00,40.6500,40.6800,40.6150,40.6650,61496,40.710603909047656,40.6918
68,2023-07-27 14:30:00,40.6600,40.6600,40.5900,40.6500,61410,40.70050322279851,40.677800000000005
69,2023-07-27 15:00:00,40.6480,40.6800,40.5900,40.6610,100121,40.693919333461075,40.660900000000005
70,2023-07-27 15:30:00,40.6650,40.6750,40.5850,40.6100,295330,40.67993274447678,40.659400000000005
71,2023-07-27 16:00:00,40.6100,40.8000,40.1010,40.8000,836857,40.69994399356195,40.6844
72,2023-07-27 16:30:00,40.6100,40.6100,40.6100,40.6100,3,40.684953303103164,40.6754
73,2023-07-27 17:00:00,40.6700,40.8000,40.6600,40.7900,87,40.702461110119536,40.6879
74,2023-07-27 18:30:00,40.6300,40.6300,40.6300,40.6300,247331,40.69038424452187,40.6754
75,2023-07-27 19:00:00,40.6300,40.6300,40.6300,40.6300,247331,40.68032019410776,40.6696
76,2023-07-27 19:30:00,40.1000,40.4300,40.1000,40.4300,125,40.63860012838394,40.6476
77,2023-07-28 05:00:00,40.6300,40.6600,40.6300,40.6600,23,40.6421667760308,40.6471
78,2023-07-28 07:00:00,40.6500,40.6500,40.6300,40.6300,24,40.64013897889923,40.6451
79,2023-07-28 08:00:00,40.8000,41.1280,40.5500,40.5900,18,40.631782478547684,40.638
80,2023-07-28 08:30:00,40.1010,40.8000,40.1010,40.8000,806,40.659818742938384,40.657
81,2023-07-28 09:00:00,40.7900,41.1300,40.6500,41.1300,6459,40.73818231097337,40.690000000000005
82,2023-07-28 09:30:00,41.0000,41.0000,40.7600,40.8600,103854,40.758485264583435,40.714999999999996
83,2023-07-28 10:00:00,40.8650,41.0500,40.8300,41.0250,75692,40.802904397069064,40.7385
84,2023-07-28 10:30:00,41.0100,41.1050,40.9850,41.0200,91940,40.83908700428878,40.777499999999996
85,2023-07-28 11:00:00,41.0200,41.0800,40.9900,41.0550,47428,40.87507250915278,40.82
86,2023-07-28 11:30:00,41.0550,41.0550,40.9350,40.9650,50271,40.890060426230285,40.8735
87,2023-07-28 12:00:00,40.9650,40.9750,40.8900,40.9600,59037,40.901717023113505,40.9035
88,2023-07-28 12:30:00,40.9600,41.0600,40.9450,40.9950,43998,40.91726418732275,40.940000000000005
89,2023-07-28 13:00:00,40.9900,40.9900,40.8750,40.8950,32895,40.913553489158204,40.9705
90,2023-07-28 13:30:00,40.8950,40.9000,40.8300,40.8790,35358,40.90779457393971,40.9784
91,2023-07-28 14:00:00,40.8800,40.9750,40.8750,40.9750,43355,40.91899547886463,40.962900000000005
92,2023-07-28 14:30:00,40.9750,40.9900,40.9600,40.9650,36633,40.9266628993856,40.9734
93,2023-07-28 15:00:00,40.9700,41.0050,40.9500,40.9950,80723,40.93805241656531,40.9704
94,2023-07-28 15:30:00,40.9950,41.1100,40.9800,41.0400,274954,40.9550436809816,40.97240000000001
95,2023-07-28 16:00:00,41.0450,41.2000,41.0400,41.0400,768035,40.969203067839196,40.9709
96,2023-07-28 17:30:00,41.0400,41.1000,41.0400,41.1000,12,40.99100255698751,40.9844
97,2023-07-28 18:30:00,41.0400,41.0400,41.0400,41.0400,234376,40.99916879763158,40.992399999999996
98,2023-07-28 19:00:00,41.0400,41.1000,41.0400,41.1000,234379,41.01597399826982,41.0029
99,2023-07-28 19:30:00,41.1400,41.1500,41.0400,41.0400,6,41.01997833193987,41.0174
